record_id,title,service,ticket_type,indicator
SYN-03444,complaint: recurring issue with spill at north wing.,Cleaning,Complaint,IND-09
SYN-03445,"Check water leak at main office, when available.",Facilities,Service Request,IND-01
SYN-03446,"Check door at storage area, as soon as possible",Facilities,Support Request,IND-10
SYN-03447,"Please transfer the document box at reception, before noon.",Logistics,Service Request,IND-03
SYN-03448,help needed to connect printer in storage area as soon as possible.,IT Support,Support Request,IND-10
SYN-03449,Request to remove window - level two - as soon as possible.,Cleaning,Service Request,IND-05
SYN-03450,Help needed to diagnose printer in north wing as soon as possible.,IT Support,Support Request,IND-10
SYN-03452,"Replace beverage station at north wing, today.",Food Services,Service Request,IND-04
SYN-03453,"Please collect the supply order at north wing, today",Food Services,Service Request,IND-04
SYN-03454,"the beverage station issue at north wing happened again, please review",Food Services,Complaint,IND-09
SYN-03455,"Inspect air conditioner at north wing, as soon as possible.",Facilities,Service Request,IND-01
SYN-03456,"Transfer shipment at storage area, before noon",Logistics,Service Request,IND-03
SYN-03457,"The application issue at storage area happened again, please review",IT Support,Complaint,IND-09
SYN-03458,Help needed to follow up feedback in storage area today,Facilities,Support Request,IND-10
SYN-03459,"Please check the door at reception, when available",Facilities,Service Request,IND-01
SYN-03460,Request to authorize visitor entrance - main office - when available,Security,Service Request,IND-06
SYN-03461,Help needed to reset laptop in reception this afternoon,IT Support,Support Request,IND-10
SYN-03462,"the meal order issue at north wing happened again, please review.",Food Services,Complaint,IND-09
SYN-03463,"diagnose network at main office, today.",IT Support,Complaint,IND-09
SYN-03464,Help needed to inspect meeting room in reception as soon as possible.,Cleaning,Support Request,IND-10
SYN-03465,"Wash window at level two, when available.",Cleaning,Service Request,IND-05
SYN-03466,Help needed to update printer in reception today.,IT Support,Support Request,IND-10
SYN-03467,Help needed to inspect elevator in main office today.,Facilities,Support Request,IND-10
SYN-03468,Request to wash meeting room - main office - as soon as possible.,Cleaning,Service Request,IND-05
SYN-03469,Request to adjust door - level two - today.,Facilities,Service Request,IND-01
SYN-03470,"Please remove the meeting room at north wing, as soon as possible.",Logistics,Service Request,IND-03
SYN-03471,Service needed: confirm special meal in level two today.,Food Services,Service Request,IND-04
SYN-03472,Help needed to diagnose user account in storage area when available.,IT Support,Support Request,IND-10
SYN-03473,"Repair water leak at north wing, before noon.",Facilities,Complaint,IND-09
SYN-03474,"Reset user account at storage area, today",IT Support,Service Request,IND-02
SYN-03475,"Please update the user account at reception, this afternoon.",IT Support,Service Request,IND-02
SYN-03476,Service needed: deliver special meal in storage area when available,Food Services,Service Request,IND-04
SYN-03477,Service needed: clean window in storage area today.,Cleaning,Service Request,IND-01
SYN-03478,Help needed to authorize access badge in storage area today.,Security,Support Request,IND-10
SYN-03479,Service needed: adjust water leak in main office as soon as possible.,Facilities,Service Request,IND-01
SYN-03480,"Please provide support to adjust the elevator at storage area, when available",Facilities,Support Request,IND-10
SYN-03481,"Inspect waste bin at main office, this afternoon.",Cleaning,Support Request,IND-10
SYN-03483,"Confirm food tray at storage area, when available.",Food Services,Complaint,IND-09
SYN-03484,"please sanitize the waste bin at storage area, before noon.",Cleaning,Service Request,IND-05
SYN-03485,"Please adjust the lighting at reception, as soon as possible.",Facilities,Service Request,IND-01
SYN-03487,Service needed: collect document box in main office when available.,Logistics,Service Request,IND-03
SYN-03488,Service needed: inspect power unit in storage area as soon as possible.,Equipment,Service Request,IND-07
SYN-03489,Help needed to check door in north wing before noon.,Facilities,Support Request,IND-10
SYN-03490,"Please connect the application at main office, when available.",IT Support,Service Request,IND-02
SYN-03491,"Please provide support to repair the water leak at level two, when available.",Facilities,Support Request,IND-04
SYN-03493,"Please collect the package at north wing, as soon as possible.",Logistics,Service Request,IND-03
SYN-03494,"please check the water leak at storage area, as soon as possible.",Facilities,Service Request,IND-01
SYN-03495,"Please provide support to update the printer at storage area, before noon.",IT Support,Support Request,IND-10
SYN-03496,Request to check water leak - main office - today.,Facilities,Service Request,IND-01
SYN-03497,"the window issue at storage area happened again, please review",Cleaning,Complaint,IND-09
SYN-03498,Service needed: deliver supply order in main office before noon,Logistics,Service Request,IND-03
SYN-03499,request to locate document box - main office - before noon.,Logistics,Service Request,IND-03
SYN-03501,"Please review the meal order at storage area, today.",Food Services,Service Request,IND-04
SYN-03503,request to deliver document box - main office - before noon.,Logistics,Service Request,IND-03
SYN-03504,"Please review the lost item at storage area, when available.",Security,Service Request,IND-06
SYN-03505,service needed: confirm food tray in reception this afternoon.,Food Services,Service Request,IND-04
SYN-03506,Request to deliver beverage station - reception - as soon as possible.,Food Services,Service Request,IND-04
SYN-03507,"please provide support to restore the lighting at level two, when available",Facilities,Support Request,IND-10
SYN-03508,"Please provide support to sanitize the window at north wing, this afternoon.",Cleaning,Support Request,IND-10
SYN-03509,request to confirm menu - north wing - this afternoon.,Food Services,Service Request,IND-04
SYN-03510,Help needed to repair door in main office as soon as possible.,Facilities,Support Request,IND-10
SYN-03511,Service needed: calibrate projector in north wing when available.,Equipment,Service Request,IND-07
SYN-03512,"Please provide support to update the application at main office, before noon.",IT Support,Support Request,IND-10
SYN-03513,"Please inspect the hallway at level two, today.",Cleaning,Service Request,IND-05
SYN-03514,"Please transfer the supply order at storage area, before noon.",Logistics,Service Request,IND-03
SYN-03515,"please review the service status at level two, today.",Customer Support,Service Request,IND-08
SYN-03516,Service needed: locate document box in north wing before noon.,Logistics,Service Request,IND-03
SYN-03517,Help needed to locate lost item in level two as soon as possible.,Security,Support Request,IND-10
SYN-03518,"Please update the printer at north wing, this afternoon.",IT Support,Service Request,IND-02
SYN-03519,Request to repair tool kit - north wing - as soon as possible.,Equipment,Service Request,IND-07
SYN-03520,Request to wash spill - level two - before noon,Cleaning,Service Request,IND-05
SYN-03521,Request to diagnose laptop - storage area - as soon as possible.,IT Support,Service Request,IND-02
SYN-03522,"please repair the elevator at level two, when available.",Facilities,Service Request,IND-01
SYN-03523,Request to collect shipment - storage area - when available.,Logistics,Service Request,IND-03
SYN-03524,Complaint: recurring issue with delivery cart at level two,Logistics,Complaint,IND-09
SYN-03525,Help needed to authorize visitor entrance in level two this afternoon.,Security,Support Request,IND-10
SYN-03526,"Please schedule the shipment at storage area, today.",Logistics,Service Request,IND-03
SYN-03527,"Inspect meeting room at storage area, when available.",Cleaning,Support Request,IND-10
SYN-03528,"Please update the laptop at reception, today.",IT Support,Service Request,IND-02
SYN-03529,Help needed to repair portable monitor in main office when available.,Equipment,Support Request,IND-10
SYN-03531,"Restore water leak at main office, when available",Facilities,Service Request,IND-01
SYN-03532,Request to check water leak - level two - as soon as possible.,Facilities,Service Request,IND-03
SYN-03533,Help needed to connect application in storage area as soon as possible,IT Support,Support Request,IND-10
SYN-03534,Request to review menu - level two - today.,Food Services,Service Request,IND-04
SYN-03535,complaint: recurring issue with projector at level two,Equipment,Complaint,IND-09
SYN-03536,"Please restore the door at level two, this afternoon.",Facilities,Service Request,IND-01
SYN-03537,request to register complaint - main office - as soon as possible.,Customer Support,Service Request,IND-08
SYN-03538,Request to review meal order - reception - before noon.,Food Services,Service Request,IND-04
